,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,12 bulbs ,,,,,,,,,,,,,,,,,,,,,,,
SAMPLE,PN,Relative Light intensity ,,,SAMPLE BEFORE RAYONET,,,,,,PN,,,,,,,SAMPLE AFTER RAYONET,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
kobs(m-1),kobs (m-1),λ,Irradiation ,I corrected,λ,"Abs, t=0","Abs, t=0 corrected",S,I*Ab*S,Rabs,λ,Abs ( Ref. Sensitizer),S,I*Abs(ref)*S,Rabs(ref),φ1O2 (t=0),,λ,"Abs, t=300min","Abs, t=300min corrected",S,I300*Abs*S,Rabs,φ1O2 (t=end),[1O2]ss,
,,484,24.068,24.068,484,-0.11570324,0.0000,1.15,0.00,,484,0.001370232785,1.00,0.03,,,,484,-0.08002148569,0,1.10,0.00,,,,
,,483,22.168,22.168,483,-0.114017047,0.0000,1.14,0.00,,483,0.001322091208,1.00,0.03,,,,483,-0.07999479026,0,1.10,0.00,,,,
,,482,19.232,19.232,482,-0.1134437323,0.0000,1.14,0.00,,482,0.001358729205,1.00,0.03,,,,482,-0.07983482629,0,1.10,0.00,,,,
,,481,33.62,33.62,481,-0.1136019453,0.0000,1.14,0.00,,481,0.0020824112,1.00,0.07,,,,481,-0.07985644788,0,1.10,0.00,,,,
,,480,20.742,20.742,480,-0.1136554703,0.0000,1.14,0.00,,480,0.001428326592,1.00,0.03,,,,480,-0.07961631566,0,1.10,0.00,,,,
,,479,24.18,24.18,479,-0.1147475243,0.0000,1.14,0.00,,479,0.001033353736,1.00,0.02,,,,479,-0.07929885387,0,1.10,0.00,,,,
,,478,29.87,29.87,478,-0.1135085896,0.0000,1.14,0.00,,478,0.001364597818,1.00,0.04,,,,478,-0.07911783457,0,1.10,0.00,,,,
,,477,25.516,25.516,477,-0.1131538525,0.0000,1.14,0.00,,477,0.001567061059,1.00,0.04,,,,477,-0.07897266001,0,1.10,0.00,,,,
,,476,8.976,8.976,476,-0.1131025851,0.0000,1.14,0.00,,476,0.001603875658,1.00,0.01,,,,476,-0.07907322049,0,1.10,0.00,,,,
,,475,12.826,12.826,475,-0.1128401086,0.0000,1.14,0.00,,475,0.001600524061,1.00,0.02,,,,475,-0.07894930989,0,1.10,0.00,,,,
,,474,24.704,24.704,474,-0.1129637435,0.0000,1.14,0.00,,474,0.001664469368,1.00,0.04,,,,474,-0.07898103446,0,1.10,0.00,,,,
,,473,28.826,28.826,473,-0.1125534251,0.0000,1.14,0.00,,473,0.001793999691,1.00,0.05,,,,473,-0.07882643491,0,1.10,0.00,,,,
,,472,32.52,32.52,472,-0.1126400381,0.0000,1.14,0.00,,472,0.001987613738,1.00,0.06,,,,472,-0.07879245281,0,1.10,0.00,,,,
,,471,30.526,30.526,471,-0.1121415645,0.0000,1.14,0.00,,471,0.002006909577,1.00,0.06,,,,471,-0.07859705389,0,1.10,0.00,,,,
,,470,46.174,46.174,470,-0.1122087017,0.0000,1.14,0.00,,470,0.001998821739,1.00,0.09,,,,470,-0.07867105305,0,1.10,0.00,,,,
,,469,27.15,27.15,469,-0.1118077189,0.0000,1.14,0.00,,469,0.002301239641,1.00,0.06,,,,469,-0.07856275141,0,1.10,0.00,,,,
,,468,25.926,25.926,468,-0.1118181273,0.0000,1.14,0.00,,468,0.002339131432,1.00,0.06,,,,468,-0.07843095809,0,1.10,0.00,,,,
,,467,21.732,21.732,467,-0.1115312874,0.0000,1.14,0.00,,467,0.002595743397,1.00,0.06,,,,467,-0.07846384495,0,1.10,0.00,,,,
,,466,20.548,20.548,466,-0.1112790406,0.0000,1.14,0.00,,466,0.002777965507,1.00,0.06,,,,466,-0.0783758983,0,1.10,0.00,,,,
,,465,34.182,34.182,465,-0.1110754386,0.0000,1.14,0.00,,465,0.003049643245,1.00,0.10,,,,465,-0.07818540931,0,1.10,0.00,,,,
,,464,25.092,25.092,464,-0.110703662,0.0000,1.14,0.00,,464,0.003292277222,1.00,0.08,,,,464,-0.07816560566,0,1.10,0.00,,,,
,,463,16.536,16.536,463,-0.1106350869,0.0000,1.14,0.00,,463,0.003729386721,1.00,0.06,,,,463,-0.07811072469,0,1.10,0.00,,,,
,,462,21.026,21.026,462,-0.1099417433,0.0000,1.14,0.00,,462,0.004256329034,0.99,0.09,,,,462,-0.07797325402,0,1.10,0.00,,,,
,,461,13.892,13.892,461,-0.110076569,0.0000,1.14,0.00,,461,0.004650373012,0.99,0.06,,,,461,-0.07798749208,0,1.10,0.00,,,,
,,460,22.672,22.672,460,-0.1095864922,0.0000,1.14,0.00,,460,0.00517159747,0.99,0.12,,,,460,-0.07787226886,0,1.10,0.00,,,,
,,459,25.516,25.516,459,-0.1093519926,0.0000,1.14,0.00,,459,0.00587988738,0.99,0.15,,,,459,-0.07790472358,0,1.10,0.00,,,,
,,458,17.736,17.736,458,-0.1089629829,0.0000,1.14,0.00,,458,0.00673162099,0.99,0.12,,,,458,-0.07767705619,0,1.09,0.00,,,,
,,457,20.042,20.042,457,-0.1087453514,0.0000,1.14,0.00,,457,0.007231714204,0.99,0.14,,,,457,-0.07764090598,0,1.09,0.00,,,,
,,456,48.0875,48.0875,456,-0.1084407121,0.0000,1.14,0.00,,456,0.00813144166,0.99,0.39,,,,456,-0.0775462091,0,1.09,0.00,,,,
,,455,13.32,13.32,455,-0.108042568,0.0000,1.14,0.00,,455,0.009292684495,0.99,0.12,,,,455,-0.07748220116,0,1.09,0.00,,,,
,,454,9.258,9.258,454,-0.1077506021,0.0000,1.13,0.00,,454,0.01031427085,0.99,0.09,,,,454,-0.07737147808,0,1.09,0.00,,,,
,,453,22.882,22.882,453,-0.1074520871,0.0000,1.13,0.00,,453,0.01154205762,0.99,0.26,,,,453,-0.07743831724,0,1.09,0.00,,,,
,,452,22.768,22.768,452,-0.107146211,0.0000,1.13,0.00,,452,0.01266489178,0.99,0.28,,,,452,-0.07713776827,0,1.09,0.00,,,,
,,451,19.852,19.852,451,-0.1068311334,0.0000,1.13,0.00,,451,0.01394495089,0.98,0.27,,,,451,-0.07726406306,0,1.09,0.00,,,,
,,450,29.746,29.746,450,-0.1064225957,0.0000,1.13,0.00,,450,0.01531140413,0.98,0.45,,,,450,-0.07713439316,0,1.09,0.00,,,,
,,449,35.38,35.38,449,-0.1060712263,0.0000,1.13,0.00,,449,0.01677237265,0.98,0.58,,,,449,-0.07705961168,0,1.09,0.00,,,,
,,448,39.606,39.606,448,-0.1060378477,0.0000,1.13,0.00,,448,0.01826554164,0.98,0.71,,,,448,-0.0770086199,0,1.09,0.00,,,,
,,447,9.578,9.578,447,-0.1058389172,0.0000,1.13,0.00,,447,0.01997739077,0.98,0.19,,,,447,-0.07690398395,0,1.09,0.00,,,,
,,446,24.812,24.812,446,-0.1052862182,0.0000,1.13,0.00,,446,0.02168681845,0.98,0.52,,,,446,-0.07687076181,0,1.09,0.00,,,,
,,445,18.636,18.636,445,-0.1048840359,0.0000,1.13,0.00,,445,0.02334855683,0.97,0.42,,,,445,-0.07680460811,0,1.09,0.00,,,,
,,444,13.13,13.13,444,-0.104413949,0.0000,1.13,0.00,,444,0.02518235892,0.97,0.32,,,,444,-0.07675554603,0,1.09,0.00,,,,
,,443,14.418,14.418,443,-0.1039324328,0.0000,1.13,0.00,,443,0.0271626357,0.97,0.38,,,,443,-0.07665245235,0,1.09,0.00,,,,
,,442,18.714,18.714,442,-0.1037832126,0.0000,1.13,0.00,,442,0.02884906903,0.97,0.52,,,,442,-0.07646437734,0,1.09,0.00,,,,
,,441,15.026,15.026,441,-0.1032524183,0.0000,1.13,0.00,,441,0.03053563274,0.97,0.44,,,,441,-0.07650405914,0,1.09,0.00,,,,
,,440,8.512,8.512,440,-0.1027669609,0.0000,1.13,0.00,,440,0.03227675706,0.96,0.26,,,,440,-0.07643481344,0,1.09,0.00,,,,
,,439,30.44,30.44,439,-0.1026137769,0.0000,1.13,0.00,,439,0.03423801437,0.96,1.00,,,,439,-0.07626163214,0,1.09,0.00,,,,
,,438,14.398,14.398,438,-0.1017980874,0.0000,1.13,0.00,,438,0.03611496091,0.96,0.50,,,,438,-0.0761718452,0,1.09,0.00,,,,
,,437,30.344,30.344,437,-0.1016534939,0.0000,1.13,0.00,,437,0.03792174906,0.96,1.10,,,,437,-0.07611761987,0,1.09,0.00,,,,
,,436,45.52,45.52,436,-0.1010983512,0.0000,1.13,0.00,,436,0.03980289027,0.96,1.73,,,,436,-0.07597221434,0,1.09,0.00,,,,
,,435,84.802,84.802,435,-0.1007702351,0.0000,1.13,0.00,,435,0.04155238718,0.95,3.36,,,,435,-0.07587976009,0,1.09,0.00,,,,
,,434,35.71,35.71,434,-0.1003273129,0.0000,1.12,0.00,,434,0.04333667457,0.95,1.47,,,,434,-0.07590032369,0,1.09,0.00,,,,
,,433,14.718,14.718,433,-0.09969434887,0.0000,1.12,0.00,,433,0.04510373995,0.95,0.63,,,,433,-0.07565077394,0,1.09,0.00,,,,
,,432,14.004,14.004,432,-0.09930478781,0.0000,1.12,0.00,,432,0.04672063515,0.95,0.62,,,,432,-0.07561388612,0,1.09,0.00,,,,
,,431,31.882,31.882,431,-0.09746275097,0.0000,1.12,0.00,,431,0.04848933592,0.95,1.46,,,,431,-0.07553741336,0,1.09,0.00,,,,
,,430,15.616,15.616,430,-0.09648995847,0.0000,1.12,0.00,,430,0.05029244721,0.94,0.74,,,,430,-0.07537236065,0,1.09,0.00,,,,
,,429,19.438,19.438,429,-0.09588031471,0.0000,1.12,0.00,,429,0.05228648335,0.94,0.96,,,,429,-0.07532143593,0,1.09,0.00,,,,
,,428,32.964,32.964,428,-0.09547260404,0.0000,1.12,0.00,,428,0.0535101667,0.94,1.66,,,,428,-0.07535416633,0,1.09,0.00,,,,
,,427,18.86,18.86,427,-0.09536791593,0.0000,1.12,0.00,,427,0.05547159165,0.94,0.98,,,,427,-0.075002864,0,1.09,0.00,,,,
,,426,21.68,21.68,426,-0.09507107735,0.0000,1.12,0.00,,426,0.0570894517,0.94,1.16,,,,426,-0.07492174208,0,1.09,0.00,,,,
,,425,24.568,24.568,425,-0.09473512322,0.0000,1.12,0.00,,425,0.05897370353,0.93,1.35,,,,425,-0.07496975362,0,1.09,0.00,,,,
,,424,4.374,4.374,424,-0.09443327785,0.0000,1.12,0.00,,424,0.06086768955,0.93,0.25,,,,424,-0.07472442091,0,1.09,0.00,,,,
,,423,21.33,21.33,423,-0.09423308074,0.0000,1.12,0.00,,423,0.06271649152,0.93,1.25,,,,423,-0.07457445562,0,1.09,0.00,,,,
,,422,19.534,19.534,422,-0.09379391372,0.0000,1.12,0.00,,422,0.06458304822,0.93,1.17,,,,422,-0.07450559735,0,1.09,0.00,,,,
,,421,32.946,32.946,421,-0.09337934852,0.0000,1.12,0.00,,421,0.06640408933,0.93,2.03,,,,421,-0.07453621179,0,1.09,0.00,,,,
,,420,26.45,26.45,420,-0.09275118262,0.0000,1.11,0.00,,420,0.06833168119,0.93,1.67,,,,420,-0.07430887222,0,1.09,0.00,,,,
,,419,28.336,28.336,419,-0.09245263785,0.0000,1.11,0.00,,419,0.07030645013,0.92,1.84,,,,419,-0.07420632988,0,1.09,0.00,,,,
,,418,14.468,14.468,418,-0.09173163772,0.0000,1.11,0.00,,418,0.07193334401,0.92,0.96,,,,418,-0.07411725074,0,1.09,0.00,,,,
,,417,13.1725,13.1725,417,-0.09165409207,0.0000,1.11,0.00,,417,0.07446046174,0.92,0.90,,,,417,-0.07399588823,0,1.09,0.00,,,,
,,416,37.372,37.372,416,-0.09102657437,0.0000,1.11,0.00,,416,0.07643011957,0.92,2.62,,,,416,-0.0738016367,0,1.09,0.00,,,,
,,415,18.95,18.95,415,-0.09056636691,0.0000,1.11,0.00,,415,0.07728164643,0.92,1.34,,,,415,-0.07380910963,0,1.09,0.00,,,,
,,414,28.56,28.56,414,-0.09023906291,0.0000,1.11,0.00,,414,0.07847291231,0.91,2.05,,,,414,-0.07354091108,0,1.09,0.00,,,,
,,413,27.874,27.874,413,-0.08966058493,0.0000,1.11,0.00,,413,0.08027945459,0.91,2.04,,,,413,-0.07351224124,0,1.09,0.00,,,,
,,412,46.392,46.392,412,-0.08917262405,0.0000,1.11,0.00,,412,0.08139401674,0.91,3.44,,,,412,-0.07328156382,0,1.09,0.00,,,,
,,411,37.604,37.604,411,-0.08879177272,0.0000,1.11,0.00,,411,0.08257035911,0.91,2.83,,,,411,-0.07283267379,0,1.09,0.00,,,,
,,410,34.358,34.358,410,-0.08822344244,0.0000,1.11,0.00,,410,0.08346162736,0.91,2.61,,,,410,-0.07293803245,0,1.09,0.00,,,,
,,409,23.655,23.655,409,-0.08762416244,0.0000,1.11,0.00,,409,0.08472712338,0.91,1.82,,,,409,-0.07283806056,0,1.09,0.00,,,,
,,408,66.418,66.418,408,-0.08728379011,0.0000,1.11,0.00,,408,0.08587222546,0.91,5.17,,,,408,-0.07260479033,0,1.09,0.00,,,,
,,407,117.18,117.18,407,-0.08658447862,0.0000,1.11,0.00,,407,0.0865925625,0.91,9.20,,,,407,-0.07260461152,0,1.09,0.00,,,,
,,406,123.634,123.634,406,-0.08629006892,0.0000,1.11,0.00,,406,0.08717479557,0.91,9.76,,,,406,-0.07240172476,0,1.09,0.00,,,,
,,405,507.582,507.582,405,-0.08578874171,0.0000,1.11,0.00,,405,0.08786265552,0.91,40.37,,,,405,-0.07251108438,0,1.09,0.00,,,,
,,404,996.666,996.666,404,-0.08536319435,0.0000,1.10,0.00,,404,0.08833494037,0.90,79.65,,,,404,-0.0722469613,0,1.09,0.00,,,,
,,403,226.712,226.712,403,-0.0845316723,0.0000,1.10,0.00,,403,0.08871841431,0.90,18.19,,,,403,-0.07228351384,0,1.09,0.00,,,,
,,402,98.774,98.774,402,-0.08420076966,0.0000,1.10,0.00,,402,0.08907040954,0.90,7.95,,,,402,-0.07199503481,0,1.09,0.00,,,,
,,401,137.17,137.17,401,-0.083558321,0.0000,1.10,0.00,,401,0.08948649466,0.90,11.09,,,,401,-0.07185961306,0,1.09,0.00,,,,
,,400,147.832,147.832,400,-0.08301393688,0.0000,1.10,0.00,,400,0.09124399722,0.90,12.16,,,,400,-0.07162142545,0,1.09,0.00,,,,
,,399,181.3,181.3,399,-0.08267840743,0.0000,1.10,0.00,,399,0.09033764899,0.90,14.78,,,,399,-0.07121607661,0,1.09,0.00,,,,
,,398,227.718,227.718,398,-0.08182615787,0.0000,1.10,0.00,,398,0.08998809755,0.90,18.50,,,,398,-0.07129275054,0,1.09,0.00,,,,
,,397,275.346,275.346,397,-0.08148924261,0.0000,1.10,0.00,,397,0.0898058489,0.90,22.33,,,,397,-0.07069201767,0,1.09,0.00,,,,
,,396,334.882,334.882,396,-0.08086378127,0.0000,1.10,0.00,,396,0.09084514529,0.90,27.45,,,,396,-0.07019049674,0,1.09,0.00,,,,
,,395,387.264,387.264,395,-0.08031471074,0.0000,1.10,0.00,,395,0.09109602123,0.90,31.82,,,,395,-0.07012186199,0,1.09,0.00,,,,
,,394,485.246,485.246,394,-0.07960718125,0.0000,1.10,0.00,,394,0.09059601277,0.90,39.67,,,,394,-0.07000101358,0,1.08,0.00,,,,
,,393,580.1725,580.1725,393,-0.07915809751,0.0000,1.10,0.00,,393,0.0910314694,0.90,47.64,,,,393,-0.06976118684,0,1.08,0.00,,,,
,,392,674.498,674.498,392,-0.07780137658,0.0000,1.09,0.00,,392,0.09151728451,0.90,55.65,,,,392,-0.06984265894,0,1.08,0.00,,,,
,,391,825.254,825.254,391,-0.07733923942,0.0000,1.09,0.00,,391,0.09110163897,0.90,67.81,,,,391,-0.06944658607,0,1.08,0.00,,,,
,,390,1005.934,1005.934,390,-0.07674396038,0.0000,1.09,0.00,,390,0.09058861434,0.90,82.24,,,,390,-0.06932748854,0,1.08,0.00,,,,
,,389,1198.944,1198.944,389,-0.07598756254,0.0000,1.09,0.00,,389,0.09198239446,0.90,99.37,,,,389,-0.06899777055,0,1.08,0.00,,,,
,,388,1412.35,1412.35,388,-0.07567048073,0.0000,1.09,0.00,,388,0.09226958454,0.90,117.38,,,,388,-0.06885889173,0,1.08,0.00,,,,
,,387,1645.36,1645.36,387,-0.07470712066,0.0000,1.09,0.00,,387,0.09250389785,0.90,137.06,,,,387,-0.06861609221,0,1.08,0.00,,,,
,,386,1909.836,1909.836,386,-0.07417564839,0.0000,1.09,0.00,,386,0.0928286463,0.90,159.59,,,,386,-0.06844803691,0,1.08,0.00,,,,
,,385,2240.61,2240.61,385,-0.07326848805,0.0000,1.09,0.00,,385,0.09241354465,0.90,186.48,,,,385,-0.06813464314,0,1.08,0.00,,,,
,,384,2609.924,2609.924,384,-0.07276270539,0.0000,1.09,0.00,,384,0.09260018915,0.90,217.61,,,,384,-0.06782652438,0,1.08,0.00,,,,
,,383,3042.858,3042.858,383,-0.07193932682,0.0000,1.09,0.00,,383,0.0933233127,0.90,255.49,,,,383,-0.06769736856,0,1.08,0.00,,,,
,,382,3493.998,3493.998,382,-0.07130434364,0.0000,1.09,0.00,,382,0.09389291704,0.90,294.97,,,,382,-0.0672782287,0,1.08,0.00,,,,
,,381,4040.456,4040.456,381,-0.07053686678,0.0000,1.09,0.00,,381,0.09436145425,0.90,342.63,,,,381,-0.0669966042,0,1.08,0.00,,,,
,,380,4556.81,4556.81,380,-0.06973257661,0.0000,1.08,0.00,,380,0.09467829764,0.90,387.57,,,,380,-0.06686010212,0,1.08,0.00,,,,
,,379,5128.77,5128.77,379,-0.06899406016,0.0000,1.08,0.00,,379,0.09514107555,0.90,438.13,,,,379,-0.0665139854,0,1.08,0.00,,,,
,,378,5830.746,5830.746,378,-0.06803072244,0.0000,1.08,0.00,,378,0.096013017,0.90,502.17,,,,378,-0.06608902663,0,1.08,0.00,,,,
,,377,6577.33,6577.33,377,-0.06749846041,0.0000,1.08,0.00,,377,0.09724918008,0.90,572.98,,,,377,-0.06583773345,0,1.08,0.00,,,,
,,376,7372.422,7372.422,376,-0.06649865955,0.0000,1.08,0.00,,376,0.09777322412,0.90,645.33,,,,376,-0.06560775638,0,1.08,0.00,,,,
,,375,8175.478,8175.478,375,-0.06573276967,0.0000,1.08,0.00,,375,0.09876955301,0.89,722.12,,,,375,-0.06530161947,0,1.08,0.00,,,,
,,374,8929.3575,8929.3575,374,-0.06482718885,0.0000,1.08,0.00,,374,0.09942484647,0.89,793.36,,,,374,-0.06495255977,0,1.08,0.00,,,,
,,373,9661.692,9661.692,373,-0.06422458589,0.0000,1.08,0.00,,373,0.1006564796,0.89,867.88,,,,373,-0.06473473459,0,1.08,0.00,,,,
,,372,10426.312,10426.312,372,-0.06329959631,0.0000,1.08,0.00,,372,0.102086246,0.89,948.37,,,,372,-0.06431754678,0,1.08,0.00,,,,
,,371,11083.324,11083.324,371,-0.06227491051,0.0000,1.08,0.00,,371,0.1033755764,0.89,1019.40,,,,371,-0.06398637593,0,1.08,0.00,,,,
,,370,11648.052,11648.052,370,-0.06161412597,0.0000,1.07,0.00,,370,0.1042119339,0.89,1079.02,,,,370,-0.06363970041,0,1.08,0.00,,,,
,,369,11964.996,11964.996,369,-0.0606132336,0.0000,1.07,0.00,,369,0.1049925089,0.89,1115.72,,,,369,-0.06332250684,0,1.08,0.00,,,,
,,368,12055.0775,12055.0775,368,-0.05980698019,0.0000,1.07,0.00,,368,0.1055393219,0.89,1129.29,,,,368,-0.06312848628,0,1.08,0.00,,,,
,,367,12065.144,12065.144,367,-0.05899330974,0.0000,1.07,0.00,,367,0.1069993228,0.89,1144.02,,,,367,-0.06276118755,0,1.08,0.00,,,,
,,366,12181.228,12181.228,366,-0.05819232762,0.0000,1.07,0.00,,366,0.1070442349,0.89,1155.45,,,,366,-0.06234770268,0,1.08,0.00,,,,
,,365,12565.836,12565.836,365,-0.05713621527,0.0000,1.07,0.00,,365,0.1055855006,0.89,1177.59,,,,365,-0.06227863207,0,1.08,0.00,,,,
,,364,11221.75,11221.75,364,-0.05627999827,0.0000,1.07,0.00,,364,0.1062932238,0.89,1057.85,,,,364,-0.06181026623,0,1.07,0.00,,,,
,,363,9437.7675,9437.7675,363,-0.05534698814,0.0000,1.07,0.00,,363,0.1059403121,0.89,887.07,,,,363,-0.06159328297,0,1.07,0.00,,,,
,,362,8631.364,8631.364,362,-0.05452344939,0.0000,1.07,0.00,,362,0.1054877341,0.89,808.21,,,,362,-0.06113348901,0,1.07,0.00,,,,
,,361,7173.364,7173.364,361,-0.05318774283,0.0000,1.06,0.00,,361,0.1036621258,0.89,661.40,,,,361,-0.06075545028,0,1.07,0.00,,,,
,,360,5795.33,5795.33,360,-0.05240694806,0.0000,1.06,0.00,,360,0.1020314693,0.89,526.89,,,,360,-0.06033843011,0,1.07,0.00,,,,
,,359,4752.09,4752.09,359,-0.05150332674,0.0000,1.06,0.00,,359,0.09902921319,0.89,420.72,,,,359,-0.05995041132,0,1.07,0.00,,,,
,,358,3889.58,3889.58,358,-0.05019661412,0.0000,1.06,0.00,,358,0.0965969339,0.90,336.81,,,,358,-0.05960036814,0,1.07,0.00,,,,
,,357,3177.104,3177.104,357,-0.04928920418,0.0000,1.06,0.00,,357,0.09378859401,0.90,267.95,,,,357,-0.05930351466,0,1.07,0.00,,,,
,,356,2451.798,2451.798,356,-0.04905445129,0.0000,1.06,0.00,,356,0.09101454914,0.90,201.28,,,,356,-0.0589745082,0,1.07,0.00,,,,
,,355,1815.574,1815.574,355,-0.047679618,0.0000,1.06,0.00,,355,0.08764801174,0.91,144.08,,,,355,-0.05868120864,0,1.07,0.00,,,,
,,354,1384.548,1384.548,354,-0.04609449208,0.0000,1.05,0.00,,354,0.08597658575,0.91,107.98,,,,354,-0.05822334439,0,1.07,0.00,,,,
,,353,1068.94,1068.94,353,-0.04445729777,0.0000,1.05,0.00,,353,0.08264759928,0.91,80.43,,,,353,-0.05760901049,0,1.07,0.00,,,,
,,352,815.312,815.312,352,-0.04230959713,0.0000,1.05,0.00,,352,0.08003284782,0.91,59.58,,,,352,-0.05731918663,0,1.07,0.00,,,,
,,351,628.994,628.994,351,-0.04148178175,0.0000,1.05,0.00,,351,0.07764888555,0.92,44.72,,,,351,-0.05679597333,0,1.07,0.00,,,,
,,350,438.92,438.92,350,-0.03969540447,0.0000,1.05,0.00,,350,0.07493720949,0.92,30.20,,,,350,-0.05630969629,0,1.07,0.00,,,,
,,349,338.148,338.148,349,-0.07149945199,0.0000,1.09,0.00,,349,0.07287925482,0.92,22.68,,,,349,-0.0908806622,0,1.11,0.00,,,,
,,348,260.94,260.94,348,-0.0706942603,0.0000,1.09,0.00,,348,0.07030940801,0.92,16.94,,,,348,-0.0911128819,0,1.11,0.00,,,,
,,347,209.362,209.362,347,-0.06911356002,0.0000,1.08,0.00,,347,0.06825512648,0.93,13.22,,,,347,-0.08971899748,0,1.11,0.00,,,,
,,346,152.158,152.158,346,-0.06736862659,0.0000,1.08,0.00,,346,0.06603737921,0.93,9.32,,,,346,-0.08929951489,0,1.11,0.00,,,,
,,345,122.922,122.922,345,-0.06703414023,0.0000,1.08,0.00,,345,0.06344370544,0.93,7.25,,,,345,-0.08908171207,0,1.11,0.00,,,,
,,344,117.398,117.398,344,-0.06544841081,0.0000,1.08,0.00,,344,0.06116774306,0.93,6.70,,,,344,-0.08785516769,0,1.11,0.00,,,,
,,343,82.88,82.88,343,-0.06354153901,0.0000,1.08,0.00,,343,0.05885517597,0.94,4.56,,,,343,-0.08711268008,0,1.11,0.00,,,,
,,342,77.71,77.71,342,-0.06186872721,0.0000,1.07,0.00,,342,0.05687903613,0.94,4.14,,,,342,-0.08674345911,0,1.11,0.00,,,,
,,341,79.146,79.146,341,-0.06062102318,0.0000,1.07,0.00,,341,0.05434167013,0.94,4.04,,,,341,-0.08578309417,0,1.11,0.00,,,,
,,340,72.122,72.122,340,-0.05925012752,0.0000,1.07,0.00,,340,0.05216795579,0.94,3.54,,,,340,-0.08568547666,0,1.11,0.00,,,,
,,339,47.606,47.606,339,-0.05577065051,0.0000,1.07,0.00,,339,0.05035208911,0.94,2.26,,,,339,-0.0869968012,0,1.11,0.00,,,,
,,338,59.305,59.305,338,-0.05383740366,0.0000,1.06,0.00,,338,0.04839151725,0.95,2.72,,,,338,-0.08596942574,0,1.11,0.00,,,,
,,337,44.388,44.388,337,-0.05278411135,0.0000,1.06,0.00,,337,0.04684647918,0.95,1.97,,,,337,-0.08522535861,0,1.10,0.00,,,,
,,336,40.058,40.058,336,-0.05112481862,0.0000,1.06,0.00,,336,0.04533016309,0.95,1.72,,,,336,-0.0851393193,0,1.10,0.00,,,,
,,335,39.056,39.056,335,-0.04950327799,0.0000,1.06,0.00,,335,0.044074554,0.95,1.64,,,,335,-0.08383141458,0,1.10,0.00,,,,
,,334,52.395,52.395,334,-0.04623582214,0.0000,1.05,0.00,,334,0.0433238633,0.95,2.16,,,,334,-0.08305853605,0,1.10,0.00,,,,
,,333,39.126,39.126,333,-0.04574539512,0.0000,1.05,0.00,,333,0.0429572314,0.95,1.60,,,,333,-0.08244878054,0,1.10,0.00,,,,
,,332,40.674,40.674,332,-0.04358182847,0.0000,1.05,0.00,,332,0.04269942641,0.95,1.65,,,,332,-0.08146859705,0,1.10,0.00,,,,
,,331,29.744,29.744,331,-0.04146036878,0.0000,1.05,0.00,,331,0.04286376387,0.95,1.21,,,,331,-0.08035610616,0,1.10,0.00,,,,
,,330,36.196,36.196,330,-0.03995935619,0.0000,1.05,0.00,,330,0.04341382161,0.95,1.50,,,,330,-0.07953692228,0,1.10,0.00,,,,
,,329,33.7,33.7,329,-0.03792433068,0.0000,1.04,0.00,,329,0.04421545565,0.95,1.42,,,,329,-0.07864513248,0,1.10,0.00,,,,
,,328,31.542,31.542,328,-0.03703647852,0.0000,1.04,0.00,,328,0.04527789727,0.95,1.36,,,,328,-0.07769472152,0,1.09,0.00,,,,
,,327,26.038,26.038,327,-0.03466433287,0.0000,1.04,0.00,,327,0.04671109468,0.95,1.15,,,,327,-0.07690241933,0,1.09,0.00,,,,
,,326,78.468,78.468,326,-0.0330578126,0.0000,1.04,0.00,,326,0.04835983366,0.95,3.59,,,,326,-0.07583802938,0,1.09,0.00,,,,
,,325,27.6625,27.6625,325,-0.03102255054,0.0000,1.04,0.00,,325,0.0496317111,0.94,1.30,,,,325,-0.07511083782,0,1.09,0.00,,,,
,,324,34.228,34.228,324,-0.02947780117,0.0000,1.03,0.00,,324,0.05140781775,0.94,1.66,,,,324,-0.0740230009,0,1.09,0.00,,,,
,,323,33.984,33.984,323,-0.02749962173,0.0000,1.03,0.00,,323,0.05269568041,0.94,1.69,,,,323,-0.07294556499,0,1.09,0.00,,,,
,,322,30.964,30.964,322,-0.02523550391,0.0000,1.03,0.00,,322,0.05354579911,0.94,1.56,,,,322,-0.07216576487,0,1.09,0.00,,,,
,,321,9.755,9.755,321,-0.02370352671,0.0000,1.03,0.00,,321,0.05441727489,0.94,0.50,,,,321,-0.07094939798,0,1.09,0.00,,,,
,,320,20.724,20.724,320,-0.0214213524,0.0000,1.02,0.00,,320,0.05450572073,0.94,1.06,,,,320,-0.07016807795,0,1.09,0.00,,,,
,,319,23.632,23.632,319,-0.01923664473,0.0000,1.02,0.00,,319,0.05488643423,0.94,1.22,,,,319,-0.06900258362,0,1.08,0.00,,,,
,,318,9.81,9.81,318,-0.01691288687,0.0000,1.02,0.00,,318,0.0544876717,0.94,0.50,,,,318,-0.06776367873,0,1.08,0.00,,,,
,,317,18.44,18.44,317,-0.01438574679,0.0000,1.02,0.00,,317,0.05397230759,0.94,0.94,,,,317,-0.0670099631,0,1.08,0.00,,,,
,,316,10.34,10.34,316,-0.01134901214,0.0000,1.01,0.00,,316,0.05335044116,0.94,0.52,,,,316,-0.06601654738,0,1.08,0.00,,,,
